RepDate,SPName,Capacity,Enrollment,Waitlist,Vacancy
30/4/2021,(SW) MINDS Woodlands Employment Development Centre,400,397,13,3
30/4/2021,(SW) THK-Pan-Disability Centre,100,86,5,14
31/5/2021,(ADH) Bishan Home for the Intellectually Disabled,132,123,3,9
31/5/2021,(ADH) Metta Home for the Disabled,103,86,5,17
31/5/2021,(ADH) MINDSVille @ Napiri,160,116,31,44
31/5/2021,(ADH) Red Cross Home for the Disabled,100,95,7,5
31/5/2021,(ADH) St Andrew's Adult Home (Sengkang),148,21,15,127
31/5/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,95,14,7
31/5/2021,(ADH) THK Home for the Disabled @ Eunos,88,81,14,7
31/5/2021,(ADH) THK Home for Disabled @ Sembawang,180,123,28,57
31/5/2021,(CGH) MINDSVille @ Napiri,10,8,8,2
31/5/2021,(Hostel) MINDSVille @ Napiri,60,48,44,12
31/5/2021,(Hostel) THK Home for the Disabled @ Eunos,40,39,34,1
31/5/2021,(Hostel) Touch Ubi Hostel,30,29,3,1
31/5/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,37,5,23
31/5/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,45,5,5
31/5/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,14,27
31/5/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,19,-4
31/5/2021,(DAC) Metta Home @ Woodlands,50,29,3,21
31/5/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,5,5
31/5/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,52,5,3
31/5/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,51,15,2
31/5/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,58,9,-8
31/5/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,52,3,-5
31/5/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,2,-1
31/5/2021,(DAC) Red Cross Day Activity Centre,50,15,4,35
31/5/2021,(DAC) Singapore Cheshire Home,50,26,0,24
31/5/2021,(DAC) SPD Day Activity Centre,91,86,6,5
31/5/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,49,2,1
31/5/2021,(DAC) SUN-DAC @ Upper Thomson,120,43,5,77
31/5/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,28,6,38
31/5/2021,(SW) BizLink Sheltered Workshop,136,143,21,-7
31/5/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,92,1,8
31/5/2021,(SW) MINDS IDEA Employment Development Centre,300,309,9,-9
31/5/2021,(SW) SIA-MINDS Employment Development Centre,350,388,8,-38
31/5/2021,(SW) MINDS Woodlands Employment Development Centre,400,397,12,3
31/5/2021,(SW) SPD Sheltered Workshop,145,130,13,15
31/5/2021,(SW) THK-Pan-Disability Centre,100,84,4,16
30/6/2021,(ADH) St Andrew's Adult Home (Sengkang),148,21,15,127
30/6/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,95,13,7
30/6/2021,(ADH) THK Home for the Disabled @ Eunos,88,80,14,8
30/6/2021,(CGH) MINDSVille @ Napiri,10,8,8,2
30/6/2021,(Hostel) MINDSVille @ Napiri,60,49,43,11
30/6/2021,(Hostel) Touch Ubi Hostel,30,29,5,1
30/6/2021,(DAC) Metta Home @ Hougang,40,32,3,8
30/6/2021,(DAC) Metta Home @ Woodlands,50,29,3,21
30/6/2021,(DAC) BizLink Day Activity Centre,40,41,1,-1
30/6/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,58,14,25
30/6/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,53,5,2
30/6/2021,(DAC) MINDS Training & Development Centre @ Faber,41,46,5,-5
30/6/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,51,17,2
30/6/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,63,1,-2
30/6/2021,(DAC) Red Cross Day Activity Centre,50,15,4,35
30/6/2021,(DAC) SPD Day Activity Centre,91,86,6,5
30/6/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,42,6,8
30/6/2021,(DAC) SUN-DAC @ Bedok,50,44,2,6
30/6/2021,(DAC) SUN-DAC @ Upper Thomson,120,43,8,77
30/6/2021,(SW) MINDS IDEA Employment Development Centre,300,309,10,-9
30/6/2021,(SW) SIA-MINDS Employment Development Centre,350,387,10,-37
30/6/2021,(SW) MINDS Woodlands Employment Development Centre,400,393,15,7
30/6/2021,(SW) THK-Pan-Disability Centre,100,84,4,16
31/7/2021,(ADH) THK Home for Disabled @ Sembawang,180,124,28,56
31/7/2021,(ADH) Blue Cross Thong Kheng Home,116,90,12,26
31/7/2021,(ADH) Metta Home for the Disabled,103,84,3,19
31/7/2021,(ADH) MINDSVille @ Napiri,160,116,33,44
31/7/2021,(ADH) Red Cross Home for the Disabled,100,96,8,4
31/7/2021,(ADH) St Andrew's Adult Home (Sengkang),148,20,16,128
31/7/2021,(ADH) THK Home for the Disabled @ Eunos,88,80,15,8
31/7/2021,(CGH) MINDSVille @ Napiri,10,8,8,2
31/7/2021,(DAC) BizLink Day Activity Centre,40,41,1,-1
31/7/2021,(DAC) SUN-DAC @ Bedok,50,44,2,6
31/7/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,34,6,26
31/7/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
31/7/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,52,3,3
31/7/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,55,3,0
31/7/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,9,-7
31/7/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,1,-1
31/7/2021,(DAC) Red Cross Day Activity Centre,50,15,4,35
31/7/2021,(DAC) Singapore Cheshire Home,50,26,0,24
31/7/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,42,6,8
31/7/2021,(SW) BizLink Sheltered Workshop,136,143,21,-7
31/7/2021,(SW) MINDS IDEA Employment Development Centre,300,312,6,-12
31/7/2021,(SW) SIA-MINDS Employment Development Centre,350,386,10,-36
31/7/2021,(SW) SPD Sheltered Workshop,145,123,15,22
31/7/2021,(SW) THK-Pan-Disability Centre,100,85,5,15
31/8/2021,(ADH) Bishan Home for the Intellectually Disabled,132,124,3,8
31/8/2021,(ADH) Blue Cross Thong Kheng Home,116,90,13,26
31/8/2021,(ADH) Metta Home for the Disabled,103,84,3,19
31/8/2021,(ADH) MINDSVille @ Napiri,160,116,35,44
31/8/2021,(ADH) Singapore Cheshire Home,90,73,5,17
31/8/2021,(ADH) St Andrew's Adult Home (Sengkang),148,20,16,128
31/8/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,97,13,5
31/8/2021,(ADH) THK Home for the Disabled @ Eunos,88,79,15,9
31/8/2021,(ADH) THK Home for Disabled @ Sembawang,180,126,31,54
31/8/2021,(CGH) MINDSVille @ Napiri,10,8,8,2
31/8/2021,(Hostel) MINDSVille @ Napiri,60,48,43,12
31/8/2021,(Hostel) Touch Ubi Hostel,30,29,6,1
31/8/2021,(DAC) BizLink Day Activity Centre,40,41,2,-1
31/8/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
31/8/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,34,6,26
31/8/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,48,5,2
31/8/2021,(DAC) Cerebral Palsy Alliance Singapore,70,63,3,7
31/8/2021,(DAC) Eden Centre for Adults @ Hougang,40,43,7,-3
31/8/2021,(DAC) Metta Home @ Hougang,40,32,3,8
31/8/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,53,2,2
31/8/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,55,3,0
31/8/2021,(DAC) MINDS Training & Development Centre @ Faber,41,46,5,-5
31/8/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,53,14,0
31/8/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,52,2,-5
31/8/2021,(DAC) Red Cross Day Activity Centre,50,15,3,35
31/8/2021,(DAC) Singapore Cheshire Home,50,24,0,26
31/8/2021,(DAC) SUN-DAC @ Bedok,50,44,4,6
31/8/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,22,3,28
31/8/2021,(SW) APSN Centre for Adults,170,170,14,0
31/8/2021,(SW) MINDS Woodlands Employment Development Centre,400,393,19,7
31/8/2021,(SW) SPD Sheltered Workshop,145,128,9,17
30/9/2021,(ADH) Metta Home for the Disabled,103,84,3,19
30/9/2021,(ADH) St Andrew's Adult Home (Sengkang),148,21,17,127
30/9/2021,(ADH) THK Home for the Disabled @ Chai Chee,102,96,14,6
30/9/2021,(ADH) THK Home for the Disabled @ Eunos,88,78,15,10
30/9/2021,(ADH) THK Home for Disabled @ Sembawang,180,125,35,55
30/9/2021,(CGH) MINDSVille @ Napiri,10,8,8,2
30/9/2021,(Hostel) Touch Ubi Hostel,30,29,6,1
30/9/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
30/9/2021,(DAC) BizLink Day Activity Centre,40,40,4,0
30/9/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,34,9,26
30/9/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,48,6,2
30/9/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,60,17,23
30/9/2021,(DAC) Cerebral Palsy Alliance Singapore,70,63,3,7
30/9/2021,(DAC) Eden Centre for Adults @ Hougang,40,42,7,-2
30/9/2021,(DAC) Metta Home @ Hougang,40,32,2,8
30/9/2021,(DAC) Metta Home @ Woodlands,50,29,3,21
30/9/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,76,2,24
30/9/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,9,-7
30/9/2021,(DAC) Red Cross Day Activity Centre,50,15,3,35
30/9/2021,(DAC) St Andrew's Autism Centre (Siglap),73,71,3,2
30/9/2021,(DAC) SUN-DAC @ Bedok,50,43,4,7
30/9/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,40,4,10
30/9/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,92,1,8
30/9/2021,(SW) SIA-MINDS Employment Development Centre,350,389,7,-39
30/9/2021,(SW) SPD Sheltered Workshop,145,127,7,18
30/9/2021,(SW) THK-Pan-Disability Centre,100,85,12,15
31/1/2022,(ADH) Bishan Home for the Intellectually Disabled,132,125,2,7
31/1/2022,(ADH) Blue Cross Thong Kheng Home,116,88,14,28
31/1/2022,(ADH) Metta Home for the Disabled,103,86,2,17
31/1/2022,(ADH) St Andrew's Adult Home (Sengkang),148,20,19,128
31/1/2022,(ADH) THK Home for the Disabled @ Eunos,88,76,20,12
31/1/2022,(ADH) THK Home for Disabled @ Sembawang,180,128,36,52
31/1/2022,(Hostel) MINDSVille @ Napiri,60,48,50,12
31/1/2022,(Hostel) THK Home for the Disabled @ Eunos,50,41,35,9
31/1/2022,(DAC) BizLink Day Activity Centre,40,39,6,1
31/1/2022,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/1/2022,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,35,11,25
31/1/2022,(DAC) Blue Cross Thong Kheng Home,50,30,1,20
31/1/2022,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,59,22,24
31/1/2022,(DAC) Metta Home @ Woodlands,50,29,5,21
31/1/2022,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,2,4
31/1/2022,(DAC) MINDS Training & Development Centre @ Faber,41,44,20,-3
31/1/2022,(DAC) MINDS Training & Development Centre @ Jurong,53,52,21,1
31/1/2022,(DAC) Red Cross Day Activity Centre,50,16,9,34
31/1/2022,(DAC) SPD Day Activity Centre,91,84,9,7
31/1/2022,(DAC) St Andrew's Autism Centre (Sengkang),50,40,14,10
31/1/2022,(DAC) SUN-DAC @ Bedok,50,47,2,3
31/1/2022,(DAC) SUN-DAC @ Choa Chu Kang,50,48,6,2
31/1/2022,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,5,11
31/1/2022,(SW) BizLink Sheltered Workshop,136,149,17,-13
31/1/2022,(SW) MINDS IDEA Employment Development Centre,300,310,13,-10
31/1/2022,(SW) SIA-MINDS Employment Development Centre,350,373,10,-23
31/1/2022,(SW) MINDS Woodlands Employment Development Centre,400,390,22,10
28/2/2022,(ADH) Bishan Home for the Intellectually Disabled,132,125,2,7
28/2/2022,(ADH) Blue Cross Thong Kheng Home,116,88,13,28
28/2/2022,(ADH) Metta Home for the Disabled,103,86,1,17
28/2/2022,(ADH) MINDSVille @ Napiri,160,116,36,44
28/2/2022,(ADH) Red Cross Home for the Disabled,100,85,11,15
28/2/2022,(ADH) Singapore Cheshire Home,90,74,7,16
28/2/2022,(ADH) St Andrew's Adult Home (Sengkang),148,20,23,128
28/2/2022,(ADH) THK Home for the Disabled @ Chai Chee,102,97,16,5
28/2/2022,(ADH) THK Home for the Disabled @ Eunos,88,76,20,12
28/2/2022,(ADH) THK Home for Disabled @ Sembawang,180,126,35,54
28/2/2022,(CDH) Chen Su Lan Methodist Children's Home,30,17,0,13
28/2/2022,(CDH) MINDSville @ Napiri Children Wing,36,0,26,36
28/2/2022,(CDH) Red Cross Home for the Disabled,30,0,0,28
28/2/2022,(CDH) THK Home for the Disabled @ Eunos,20,18,5,2
28/2/2022,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
28/2/2022,(DAC) BizLink Day Activity Centre,40,41,6,-1
28/2/2022,(DAC) Emmanuel Activity Centre @ Tampines,50,48,5,2
28/2/2022,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,59,22,24
28/2/2022,(DAC) Cerebral Palsy Alliance Singapore,70,66,5,4
28/2/2022,(DAC) Eden Centre for Adults @ Clementi,40,44,20,-4
28/2/2022,(DAC) Eden Centre for Adults @ Hougang,40,43,7,-3
28/2/2022,(DAC) Metta Home @ Woodlands,50,29,5,21
28/2/2022,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,2,4
28/2/2022,(DAC) MINDS Training & Development Centre @ Clementi,55,55,10,0
28/2/2022,(DAC) MINDS Training & Development Centre @ Eunos,100,78,2,22
28/2/2022,(DAC) MINDS Training & Development Centre @ Faber,41,44,20,-3
28/2/2022,(DAC) MINDS Training & Development Centre @ Jurong,53,52,21,1
28/2/2022,(DAC) MINDS Training & Development Centre @ Napiri,50,56,14,-6
28/2/2022,(DAC) MINDS Training & Development Centre @ Tampines,47,51,2,-4
28/2/2022,(DAC) MINDS Training & Development Centre @ Yishun,61,60,8,1
28/2/2022,(DAC) Red Cross Day Activity Centre,50,16,8,34
28/2/2022,(DAC) Singapore Cheshire Home,50,24,0,26
28/2/2022,(DAC) SPD Day Activity Centre,91,85,7,6
28/2/2022,(DAC) SUN-DAC @ Bedok,50,47,2,3
28/2/2022,(DAC) SUN-DAC @ Choa Chu Kang,50,47,6,3
28/2/2022,(DAC) SUN-DAC @ Upper Thomson,120,49,19,71
28/2/2022,(DAC) THK Day Activity Centre @ Chai Chee,50,21,5,29
28/2/2022,(DAC) THK Autism Centre @ Geylang Bahru,66,30,8,36
28/2/2022,(Hostel) MINDSVille @ Napiri,60,48,49,12
28/2/2022,(Hostel) THK Home for the Disabled @ Eunos,40,41,35,-1
28/2/2022,(Hostel) Touch Ubi Hostel,30,29,6,1
28/2/2022,(SW) APSN Centre for Adults,170,162,7,8
28/2/2022,(SW) BizLink Sheltered Workshop,136,149,18,-13
28/2/2022,(SW) Cerebral Palsy Alliance Singapore GROW,100,91,8,9
28/2/2022,(SW) MINDS IDEA Employment Development Centre,300,313,8,-13
28/2/2022,(SW) SIA-MINDS Employment Development Centre,350,367,11,-17
28/2/2022,(SW) MINDS Woodlands Employment Development Centre,400,394,12,6
28/2/2022,(SW) THK-Pan-Disability Centre,100,84,18,16
28/2/2022,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,35,11,25
28/2/2022,(DAC) Blue Cross Thong Kheng Home,50,29,1,21
28/2/2022,(DAC) Metta Home @ Hougang,40,32,1,8
28/2/2022,(DAC) St Andrew's Autism Centre (Sengkang),50,40,15,10
28/2/2022,(DAC) St Andrew's Autism Centre (Siglap),73,75,5,-2
28/2/2022,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,27,2,15
28/2/2022,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,5,11
28/2/2022,(SW) SPD Sheltered Workshop,145,128,6,17
